Sort_Order,Project,Sample_Owner,Panel,Specimen_Type,Specimen_Media,Ext_Lab,Ext_Operator,Ext_Method,Ext_Date,gDNA_Plate_ID,gDNA_Well_ID,Assay_Lab,Assay_Operator,Assay_Start_Date,Assay_Batch_Code,Assay_Plate_Code,Assay_Well_ID,Owner_Sample_ID,barcode,total_reads,B2M,HPV03,HPV06,HPV11,HPV13,HPV16,HPV18,HPV26,HPV28,HPV30,HPV31,HPV32,HPV33,HPV35,HPV39,HPV40,HPV42,HPV43,HPV44,HPV45,HPV51,HPV52,HPV53,HPV54,HPV55,HPV56,HPV58,HPV59,HPV61,HPV62,HPV64,HPV66,HPV67,HPV68a,HPV68b,HPV69,HPV70,HPV71,HPV72a,HPV73,HPV74,HPV76,HPV81,HPV82,HPV82v,HPV83,HPV84,HPV85,HPV86,HPV87,HPV89,HPV90,HPV91,HPV97,HPV114
67,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,C9,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,C9,Project1_sample-0348,A67P09,88165,1177,0,0,0,0,0,0,0,0,0,0,0,0,0,86976,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
75,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,C10,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,C10,Project1_sample-0355,A67P10,94237,1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,54250,2,0,0,0,0,0,0,0,0,0,0
83,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,C11,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,C11,Project1_sample-0161,A67P11,101949,1162,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,12,73644,1,0,0,0,0,0,1,0,0,0,2,0,1,0,27122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,C12,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,C12,Project1_sample-0230,A67P12,3470,3462,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
99,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,C1,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,C1,Project1_sample-0056,A67P25,3472,3465,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
107,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,C2,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,C2,Project1_sample-0185,A67P26,3938,3931,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,C3,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,C3,Project1_sample-0212,A67P27,82261,984,0,0,0,0,45429,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35842,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,C4,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,C4,Project1_sample-0098,A67P28,2828,2819,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
131,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,C5,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,C5,Project1_sample-0044,A67P29,102943,1322,0,0,0,0,0,0,0,0,0,0,0,0,46950,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,54666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
139,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,C6,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,C6,Project1_sample-0435,A67P30,2660,2656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,C7,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,C7,Project1_sample-0193,A67P31,3606,3584,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0
155,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,C8,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,C8,Project1_sample-0386,A67P32,89099,1447,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,23741,0,63900,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,C9,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,C9,Project1_sample-0035,A67P33,83438,1351,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,34164,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,32018,0,0,0,0,15897,0,0,0,0,0,0
171,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,C10,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,C10,Project1_sample-0117,A67P34,101077,2454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36331,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,62289,0,0,0,0,0,0
179,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,C11,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,C11,Project1_sample-0199,A67P35,89540,1943,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,87585,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
187,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,C12,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,C12,Project1_sample-0371,A67P36,71535,765,0,0,0,0,1,0,0,0,0,18206,0,0,0,5,0,0,0,1,0,21754,1,0,0,0,0,0,0,0,7092,0,0,14859,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8846,2,0,0
4,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,D1,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,D1,Project1_sample-0293,A68P01,71752,1774,0,0,0,0,0,0,0,0,0,1,0,0,0,13207,0,5993,0,1,0,13518,0,2,0,0,0,3,0,0,3,0,30734,1,1,0,0,0,1577,1738,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3198
12,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,D2,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,D2,Project1_sample-0381,A68P02,7146,7133,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,D3,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,D3,Project1_sample-0171,A68P03,67144,1952,0,0,0,0,0,2,2108,0,4990,10,0,0,0,0,0,5990,12553,0,19264,0,0,1220,0,0,0,0,2,2004,0,0,7384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,0,8988,154,0,0
28,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,D4,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,D4,Project1_sample-0471,A68P04,6439,6408,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,D5,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,D5,Project1_sample-0115,A68P05,66276,1922,0,0,0,0,0,20071,0,0,0,24294,0,0,0,1,0,1,0,0,0,0,19982,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,D6,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,D6,Project1_sample-0236,A68P06,7579,7573,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,D7,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,D7,Project1_sample-0116,A68P07,102936,3527,0,0,0,0,0,0,0,0,0,99400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,D8,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,D8,Project1_sample-0517,A68P08,6203,6191,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,D9,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,D9,Project1_sample-0353,A68P09,86366,3628,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,1,41275,0,0,0,0,0,0,0,5,0,41446,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,D10,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,D10,Project1_sample-0271,A68P10,6618,6612,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,D11,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,D11,Project1_sample-0093,A68P11,78990,1911,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,27937,0,0,0,1,1,0,0,29872,19261,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,D12,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,D12,Project1_sample-0196,A68P12,5209,5194,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
100,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,D1,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,D1,Project1_sample-0253,A68P25,9036,9031,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
108,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,D2,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,D2,Project1_sample-0232,A68P26,8347,8338,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,D3,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,D3,Project1_sample-0245,A68P27,87082,1394,0,0,0,0,1,2,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,1,0,0,0,48600,0,0,37071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
124,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,D4,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,D4,Project1_sample-0002,A68P28,124465,3351,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,121099,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,D5,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,D5,Project1_sample-0492,A68P29,80115,2419,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,32910,0,0,0,2,1,15172,0,0,1,0,0,0,0,5953,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4994,0,0,18660,0,0
140,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,D6,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,D6,Project1_sample-0424,A68P30,8249,8236,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
148,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,D7,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,D7,Project1_sample-0179,A68P31,124761,2788,0,0,0,0,0,2,0,0,0,0,2,0,0,121965,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,D8,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,D8,Project1_sample-0385,A68P32,5552,5537,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
164,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,D9,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,D9,Project1_sample-0184,A68P33,97912,4202,0,0,0,0,0,93700,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
172,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,D10,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,D10,Project1_sample-0118,A68P34,115011,2427,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,D11,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,D11,Project1_sample-0217,A68P35,84406,2837,0,0,0,0,1,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,81556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
188,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,D12,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,D12,Project1_sample-0457,A68P36,7579,7559,0,0,0,0,0,3,0,0,0,1,0,0,0,6,0,1,0,1,0,4,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,E1,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,E1,Project1_sample-0408,A69P01,75032,1881,0,0,0,0,47834,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,16575,0,0,0,0,0,8724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,E2,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,E2,Project1_sample-0482,A69P02,7185,7165,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
21,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,E3,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,E3,Project1_sample-0205,A69P03,96009,4217,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,91768,0,0,0,0,0,0,0,0,0,0,3,0,0,0
29,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,E4,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,E4,Project1_sample-0458,A69P04,7575,7568,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
37,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,E5,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,E5,Project1_sample-0089,A69P05,4935,4622,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,302,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,E6,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,E6,Project1_sample-0268,A69P06,113025,4227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,2,0,0,108787,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,E7,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,E7,Project1_sample-0039,A69P07,9122,9115,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
61,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,E8,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,E8,Project1_sample-0302,A69P08,4664,4660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,E9,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,E9,Project1_sample-0397,A69P09,6808,6790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
77,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,E10,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,E10,Project1_sample-0126,A69P10,80340,2730,0,0,0,0,55145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22455,0,0,3,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
85,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,E11,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,E11,Project1_sample-0123,A69P11,7642,7620,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,2,0,3,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
93,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,11/6/2017,Plate1,E12,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate1,E12,Project1_sample-0176,A69P12,83025,2409,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,37307,0,0,0,0,0,0,7739,25531,0,0,0,0,0,0,0,0,0,0,0,0,1470,0,0,0,0,0,0,0,8560,0,0,0,0
101,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,E1,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,E1,Project1_sample-0031,A69P25,84909,2590,0,0,0,0,47059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,35257,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
109,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,E2,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,E2,Project1_sample-0207,A69P26,6289,6277,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0
117,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,E3,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,E3,Project1_sample-0252,A69P27,92353,2353,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,30589,0,0,0,0,0,0,0,0,0,0,0,59402,0,0,0
125,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,E4,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,E4,Project1_sample-0461,A69P28,118650,3283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,115356,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
133,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,E5,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,E5,Project1_sample-0311,A69P29,8882,8862,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,7,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
141,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,12/27/2017,Plate2,E6,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate2,E6,Project1_sample-0174,A69P30,9891,9881,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
